video_id,positive_comments,neutral_comments,negative_comments
WRLH_ifj07Y,3,5,0
WRmWMsdgSVk,1,1,1
WrNTzsXGD1g,4,9,4
WrOCxyAKwUU,6,25,7
wroN8joiAdE,2,38,10
WRPC-03AL0s,15,5,4
WRPP5XjCvJA,12,20,9
wRRkVPW8RVE,1,1,0
wrRvbZCbQ58,15,25,10
wRuaL34K8Zg,0,17,10
wRutZqwCqRA,8,2,0
Wrv_e7BYMXo,1,10,4
WrwGy-DVL_o,0,16,1
wR_F_o2cF0Q,2,8,8
WS0NWDdXBKE,0,1,0
wS1I_d1OaSo,0,11,0
ws6JPJShKPQ,0,14,2
Ws6vYhF8r5U,1,3,0
ws8nafVKzzw,1,3,0
WSAJPUTVmZA,2,41,7
WscZbCldzNI,1,4,2
WSczVxL18qE,2,3,1
wsd9OIuhfg8,3,3,0
WsFeKqYVI_8,3,1,1
WSFTTOPbfgE,7,4,1
WsFYd-RcNaw,0,0,0
wSGHVbQVjOU,0,50,0
WsGjqtrkLOA,4,0,0
WSI0Zhj2eZI,9,6,3
wsiLr4XG6WQ,3,47,0
WsL8CzHlPQk,3,0,2
WSMaCdMKbhI,14,14,1
wSOdhAy4f3c,27,16,7
WsQz4WxW8wg,26,11,13
wsr8Cnkrb08,2,5,0
Wst793Mdtss,0,1,1
wsTMkDa3rRQ,0,0,0
WSUhnPX_rNQ,32,13,5
wSV1T3fO8kQ,7,10,2
wsvBOzlpZ-E,6,10,0
wSW-pi03e1s,23,9,5
WSWI-_GDXDc,14,9,6
WSXAP6QxEOQ,25,22,3
WSxc53tjxV8,7,7,5
WsXy-9QPPQs,1,27,0
wsYm3Rpn4u4,0,1,0
WsZmbCMunHM,7,3,3
wszYpZ1CaRU,0,0,0
wS_ZiBlvoGE,1,0,0
wt1TBOGRSto,1,0,0
wt1wrbYmMqk,3,1,0
WT1XTDfK8X8,18,5,3
wt3NTJr5W2E,10,3,4
wt4aApgWAn8,0,18,0
wT4vZRH_t4Q,24,12,14
WT57t3T7kfQ,0,0,0
wtAO8LOAjlY,3,0,1
wtBx4Bw5xTo,0,1,1
wTdnOEeyAZk,0,1,0
wTef64e2wvY,12,18,5
wTGmCb8-rl8,13,5,8
wth4LcyPgSE,10,15,7
WTJpPm-xKGk,0,0,0
WtklKFkeNn4,7,2,3
wTmjxZYFqpg,12,12,7
wTo1foiVtAY,0,1,0
wToO6kOooUE,2,9,4
Wts6FIzRx08,0,50,0
WTSc5QNg-o0,1,5,0
WTSleKJFaik,0,0,2
wTTI6bGxvCc,25,21,4
WTUOXxM26_U,0,0,0
wtVlXOnxUig,0,0,0
WTyAraqP2kw,3,6,11
WtyIhjMmqcw,3,0,2
WtyPu7Sf6Gw,44,3,2
wtz0tcgBmqg,7,2,2
WTZNEi5NuPg,2,6,1
WtzNGH-VMBg,2,6,2
wu-3rfIGqg0,4,5,0
Wu0Ab00OTe8,40,6,2
wU0BCbEM5i4,12,2,1
WU0p24bMzZ0,1,0,0
wu1WldUC-Lk,0,0,0
wu5RLJhSiWc,10,11,3
wU6pna3kQrA,0,0,0
wu7-8wvtAEE,3,5,0
Wu7GNdomYUE,1,19,3
WU9jy0fpt40,5,1,0
wubEbfGv1Wc,1,0,0
WUBtNEF1J9g,0,15,1
wuDOy5u8sfo,3,2,2
WuEIqzJcq0k,0,0,0
WUiMcYD1PNA,2,4,1
wUIu_CWaHuA,1,1,0
Wuk0W10EveU,23,19,8
WuKIyxqAm0M,7,34,9
wukOdnFxpVM,0,3,0
wukuq41i65Q,5,0,0
WUl2WnRG064,0,1,3
wum3MPqqopg,0,6,0
WUNEZQntCg0,29,20,1
wUOgdBmnbYo,23,4,4
WUoumrRdjo4,0,6,1
wUpAW-wDkFE,4,1,1
WuPlTRJzmgA,0,0,0
WuQQdhuxWr4,2,15,1
Wuraf5e6ILs,0,0,0
WUsvPZLzxZk,7,1,1
WUsXHEC7cOY,13,1,2
wuSzl9CWhXc,1,3,1
wUUqmCUczi8,1,1,0
wuxejHIkFtQ,0,1,0
WUynv-FjwAU,0,0,0
WUZHTcIj9Rg,0,2,0
WuZs_L-Vq7w,3,16,6
Wv5Eju3sSYY,1,2,0
WV6JFubGNho,2,0,0
wv8mfDwKc-0,0,5,1
wvBE5BSVj48,0,7,0
WVbxTRxtIG8,1,0,1
wvCAmCGCoFU,1,5,0
wVcToooC49w,11,16,2
wvDrqvGMh3o,0,0,0
WvEI7lhDga4,0,0,0
WVLOFhpjOJE,15,7,3
WVlP4FolukU,1,11,2
wvnlx1al_hU,18,0,4
WvNtJ1n99Ac,3,1,3
wvoXrydqd7c,6,42,2
WVpvQyWxqbo,1,0,0
WVspJNw6-FI,3,19,2
wVSRXdHUVfc,8,6,6
wVsz7p5rWOk,24,24,2
wVt2gdZZU0Y,28,14,8
wvvLOnFy1g8,2,3,0
wvVSN8WxBm0,2,0,0
WVwZpQyulDM,4,1,2
wVxKL2mmEfY,7,6,4
wVYUrwRmIZA,11,5,2
wV_v3vkJN7c,12,6,4
Ww05NuAlfRU,9,12,5
Ww06rTcTIPc,17,21,12
ww1B6eAwSQ4,2,1,0
Ww1GNpTrDik,27,15,8
wW7hpe7ecG0,1,41,0
Ww9h8iHRbuw,0,5,0
Ww9yoB9rDmQ,2,24,10
wWbokE-hvmE,30,17,1
WWBwCu8XkQU,30,17,3
wwbzZgooVWI,0,4,0
WwegxZNzW4U,1,0,0
WwFUeAouFn0,3,14,0
wwgrnOrMp7o,39,4,5
WWHYCFPH4bw,19,18,13
wWjelO8sYzo,16,4,4
wWJEs11wllE,0,2,0
wwJR0dcNvQ0,0,0,0
wWkdvBjrEt0,0,0,0
WwkRAwIpDs8,8,5,7
WWlHFs31NWI,1,0,0
WWP1Tcl9QYo,0,1,1
wwqA-QE201c,0,1,0
WwQeb8WSyu4,2,0,0
WwQzCcI4DNU,22,25,3
WwrMvAhMnNI,8,4,0
wwuMVScA83o,0,0,0
WWVJbZ6Wsg0,28,15,7
WWVpdxx5Xuc,0,0,0
wwyFmujyr94,4,39,7
WwyO-JvrXto,4,9,2
WwZRgENOAGs,11,35,4
wX2HpsasFvQ,1,3,0
wX2RuTr4o3s,19,6,25
WX2zm_Crxvk,16,28,6
Wx5-vSw04XU,6,1,2
wx52Md_fbmM,0,24,0
wX5uUrYvckA,0,4,0
wX6WaLkATrc,0,3,0
WX7BKqCjsdg,3,1,0
WX7WLGGHAMs,25,12,13
WXA1duVj7Ys,33,13,4
wXaDchpFI6w,3,4,2
wXB13QbCxcc,19,20,11
WxbSBzQq_YI,13,1,0
WXCq7F1VG5Y,1,1,0
WXcTSKWMP24,1,0,0
wxDG5GtVwNU,10,2,1
wxFLca5zqBQ,0,13,0
wxh28dDsA5k,4,0,1
WXIau_UyJrU,0,5,2
wXjPxDFWPoI,1,0,0
wXMq4grWkv0,0,2,0
WxMyVkap0es,12,7,5
WXPlWwHg4EY,34,10,6
wXrz1Cv7Y18,13,3,1
wXSf9SFx8SM,0,24,0
WXtPytAoLlA,0,1,0
WXTyp7aVvMM,1,3,2
WXV6iQBfjS8,3,0,0
WxV9rrkvKTA,0,0,0
wXVlfhtMdPg,1,49,0
WxvLWI6UA1o,6,2,1
WXw1GuvJjPI,0,0,0
wxwGT0WkatM,26,9,1
wXXLRy3fv_Y,2,1,1
WxyhjSVjDHQ,2,6,2
WXyNqQ2_VRE,38,10,2
wxZx3CC62tI,0,1,0
wX_ifAIog9U,0,0,0
WY8ibzhWLw8,19,10,6
Wy8PNukIOHI,3,11,1
WY9OlXRi-kw,8,14,8
WyaiaozzryU,11,5,2
WYAmhvT-p7s,1,0,0
wYAqoYM4X7Q,4,14,1
wyDFYrQlczU,2,13,0
wyDqxiybQms,9,40,1
WYe58ejLXbE,4,7,2
wYECtSM84GA,6,0,0
wyfssl1kr_8,19,4,3
WYg8LkjCO2w,7,17,8
wYGHxZ21WRU,22,23,5
WyGwCs6j2Gw,1,0,1
wygxeZ8rxFE,3,31,8
wyIGWnvbAbw,4,3,2
WyIvHZOXaY8,31,15,4
wYJfXv2-X00,5,43,2
wYJLKkvunHw,19,3,1
WyJSP8PJcGQ,3,2,0
WyKc6paDQXE,10,6,2
wYOZIe9Ts50,5,7,0
wyptwlzRqaI,20,15,15
WYQuiRJtC8k,2,2,0
wyRMxo6Mc84,0,0,1
WYSg_GMGuP0,39,10,1
WyVbzxR_Glc,0,0,0
WYVNPlaLni8,6,0,1
WYWHVE8EGmY,2,5,4
WyXxEWEjpds,11,5,2
wYYy_G99bkw,1,21,1
wyz3rXf8kKI,9,2,2
WYZKS3x-tNk,30,7,11
wYZNHjjZGo4,1,0,0
Wz1o5oHCtrQ,3,5,1
WZ1rIroY3nY,3,4,1
wz3QlzrAWYg,1,5,0
Wz7ReQXuIxE,5,2,0
Wz8Ezm68fss,32,12,6
WzACdhw9RMs,23,2,2
wZAydMnBiGA,2,0,0
wzBoY-20wqo,5,8,2
WzBueXc9ZTg,24,0,1
WzDUA0XlBWo,2,0,0
wZEOEPF7Nwg,0,0,0
wzFo0yZyS70,1,47,0
wZGUYbZfNPo,0,2,0
wziVRPdTdns,12,3,2
wzKJ7lJSMPA,5,0,0
WZkNs6wky6E,1,0,0
WZLaVWA1eHs,0,0,0
WzLg6vx6hsw,24,18,8
WzlqVj4PuQw,12,1,4
wZLT8cpFPjA,26,14,10
WZmd8nIKcY4,8,27,15
WZmHv4451_4,32,16,2
wZMJJCXXinE,0,1,0
Wznbcg5ZoIU,5,3,0
WZNjtg8n8E0,1,7,0
wzOuwIFNNBA,3,1,0
wZpekhqiwzM,1,2,2
wzPLqsvXAWo,1,1,0
WZQOiuIyi2E,6,1,4
wzR9ewivccI,5,0,1
WzscQUykTlQ,23,19,8
WZSJGBl4CiI,1,0,0
wZV2hl4u7pY,0,43,0
wzvxdHWQ2U4,36,4,1
WZwaw2EWOg8,29,15,6
wzXTBgIUTq8,29,6,7
wzXXQSZiFZw,0,1,0
wzYDdGM1xxc,2,2,0
wZyuZ3GajCA,22,8,5
wzzFeEQhs5c,2,1,0
W_-k0N4fh-0,2,2,0
W_0WCR5Xcho,0,0,1
w_Bj22G9zTw,5,19,4
w_c2COmW5KY,1,8,2
W_c8AFemzno,12,33,5
W_dYlbWYJ3A,3,0,3
w_e0NFRY5Xs,0,0,0
w_flk9XYv8Q,0,2,2
w_GBtyhvCBo,6,2,0
w_M--ac9m04,0,10,0
W_SITU47FFo,0,2,0
W_sPdjqNFjY,0,1,0
W_TeDoPknI8,4,1,0
W_TPEkZsxn0,12,10,2
W_u-a1gLpQ0,0,10,0
W_usG02zOQ4,21,20,9
w_yUAZb8XeM,1,0,0
x-3GEmhGXC4,1,1,0
X-4toagmK0o,3,6,5
x-9MQj0VV1g,0,6,0
x-DWOyNwL3I,0,2,0
x-enC4yxs2I,1,1,2
X-F2s4SAaPo,11,9,0
x-fvogqgSes,15,13,22
x-JtRzlwv8M,0,0,1
X-mujcmBH7U,8,2,1
X-O3rGPQ6IM,8,3,0
X-OgayICUok,3,3,2
X-s1kWRmu4I,0,3,0
X-SGIdaBChs,9,6,1
x-x4lCFBCeM,35,10,5
x-Y46RCA0wk,0,0,0
x-ZBarLo2cA,13,24,13
X00VnBAxjLQ,2,3,0
X03UrpOsvk8,24,9,17
X0BbjbobN8c,11,1,0
X0br54w_0MA,8,6,2
x0C1fC0lHCI,8,6,2
x0cZaE0FcVs,20,19,11
x0D2V_TO3p4,35,13,2
x0MWnLq4Yps,1,1,0
X0MxAE5V_rM,0,0,0
x0nNgLUb4LM,18,20,12
x0OXVubE5jY,16,12,5
X0pNO-edyP0,4,1,0
X0RayA0uKt0,11,7,4
x0ugXeY3BIE,3,4,0
X0u_EtA1raA,1,0,0
X0viZLMxN48,8,21,5
x0xZF24-4Q0,0,2,0
X0YdaNJCIEc,3,9,0
X0YgGNLDX9Y,0,2,1
x0yl12374bs,22,15,13
X12AXiz3AZg,28,9,13
x12qpHgq24E,0,0,0
X14QLkRs4dY,7,4,0
X16hTadF52U,4,0,0
X194p1F36m4,0,1,0
x1Ah-PKJcfM,9,3,2
x1cGK8CiOFA,0,0,0
X1di22uB3k8,2,2,1
X1dREPbz_Io,15,8,12
X1EgZvQMn2w,4,3,8
X1ept6F6TiQ,0,0,0
X1hspCw3igY,0,2,0
x1hYOlc2eXU,9,41,0
X1i4JaOtAM8,0,1,3
X1m7cgJULjo,2,1,2
X1N41AQL5M0,16,21,13
X1OIccWXxTc,4,7,3
x1oOryuIDHo,0,7,0
x1PEFPvihPs,0,4,0
X1Q_D0PW-E4,0,0,0
X1RVItQgAOk,4,10,8
X1s1_eI6bCM,2,3,0
X1V4osQlbng,7,4,0
x1Wr3OXV7xg,0,1,0
x1xTOwIb9zM,16,14,7
X1_snYQJjFY,1,7,0
x29VwwmX-WI,34,10,6
X2aISgJ1LAo,4,2,0
x2cvt0Dvn_o,3,16,2
X2dvBkb0kPE,2,1,3
x2Gtrb1P3Vg,7,4,2
X2GuoO_at74,0,3,1
X2HzNqrm5Eg,22,22,6
X2ncdsFTPIg,1,3,0
x2Ne2zo2vC8,1,1,1
X2NU0Ez_3-0,37,11,2
X2OjIm2-zik,0,3,0
X2VuIt-ZdBc,0,4,0
X2Zbk7IW0-M,0,0,0
X2ZGW8UIopo,3,0,0
X2ZQOAmZp9A,0,2,0
x2_DgTpeVKo,19,18,13
x34E3YCMfzM,0,0,0
X37kJMC5BxY,7,1,0
X3AkZAMEwoY,17,18,15
X3cLQ5vxVvI,0,6,0
x3epeIW4Xf0,0,0,1
x3fNADdjBpg,2,1,0
X3G8ZeBDQwQ,1,0,0
X3jWwmaK28k,24,3,3
X3KB7MxGdUo,7,1,0
X3oep6cPyBw,0,50,0
x3XjvZnXy0w,1,0,0
x3Y7JTCMxig,0,0,0
x3yh2AypneQ,1,0,0
x4-Ov88iYvQ,2,2,0
X43-n3m8Pdo,1,7,1
x43YaIhNLmc,4,7,2
X47H4sWulAk,21,19,10
x4ej_UeGj0s,0,12,0
x4gWjYceJsk,1,1,0
X4IhuJBW3Vw,7,3,3
X4Imc0GeaTA,40,5,5
x4iTXnTVbWE,0,0,0
x4nV6Yy_9wc,12,1,2
X4pc6V1aei4,2,1,2
x4QcWCbz1pE,17,7,2
x4RAFv3fbm4,10,5,4
x4rYjY8c3J4,0,0,0
x4WQ8bwPWWs,0,0,0
x4XzhASIoZY,9,8,1
X4YQ9yV3I48,2,0,0
x4yZAkzX-9E,12,9,2
x5-kolrZxqo,0,2,0
x53DbMclj1I,36,7,7
X54KdVvETcI,0,0,0
X56o3gRG-k8,7,3,0
x5ajag17nz8,0,1,0
x5AMU-jdVyc,0,6,0
X5DJCD8dbFM,6,1,1
x5EChoEgTC0,1,16,2
X5gOn5UOR7Q,20,21,9
x5i6HX8n8ww,8,0,0
X5jEKDljAuM,35,12,3
x5KEzpAFsHM,8,1,3
x5KKKGAal0s,0,1,0
x5o71Aqh0uM,8,3,4
X5RRyUrH8-w,5,5,2
X5SzkbyShMA,9,4,1
X5UpgzikkDQ,1,1,3
X5WtdkAEApU,0,0,0
x66FJgZLN2o,2,0,0
X69e6pLTNbQ,1,1,0
x6ak_ZXVBp0,0,0,0
x6AL4vVAcxU,18,6,5
X6DS1IbZjz4,3,0,0
x6fIxllZQlg,0,0,0
X6g77zYJdrI,20,14,9
X6GmAARY4as,25,16,9
x6HDKh7i8j0,1,4,2
X6mMnFI0vVs,0,1,0
X6ndaUcwF6Y,27,6,0
X6ot42sKub8,4,4,0
x6pXhU0Pn5o,2,24,1
x6QSIzFwgb8,5,1,3
X6SNAJQlOUI,15,23,12
x6uj-phKCrQ,35,10,5
x6vwyPauOyw,29,17,4
X6xt5XWWla8,11,5,10
x78GChcq-fI,13,7,2
X7aLl2BWaOg,0,0,0
x7anFZECSKQ,0,0,0
x7bgqN68dzA,1,3,0
x7C4l8N3A_g,6,3,4
x7Cb0MZC8bA,0,6,0
X7E1VAIfBa0,1,0,1
X7eF9e9QR3k,2,1,1
x7FkjqSajwI,4,13,2
x7grGgvCWe4,7,2,0
x7GxSF26j2g,8,1,0
X7IVEk2FIEI,0,3,0
x7jO4ADB5is,4,2,1
X7jpbmoVIMg,0,2,1
X7jvrtv_NwE,0,1,0
x7LwJVDq-kg,2,0,2
X7Mg8aA5C48,1,2,1
X7nOSs4jgkI,22,13,2
x7PJF102_o8,26,14,10
x7QQRVz0zgw,1,6,2
X7qyxG4y5Yk,0,1,3
X7RvZGY1BTM,0,0,0
X7ZS_f1hp00,1,0,1
x82DzOk--qU,20,24,6
x848QdfX6LI,2,3,2
x84JfSvB7r4,1,0,0
x8BLbYDy_9w,11,4,4
x8bPO7td3ZQ,19,4,3
x8dnjydfEfs,11,4,0
x8EsvOssihI,4,5,5
X8fDL4MzPe4,1,0,0
x8gRjpp82lQ,35,11,4
x8GSR7-QuW0,21,1,1
X8Ho9XTFxnc,31,13,6
X8Hr5YgSqT4,1,1,1
X8jCfbj84XY,3,4,7
X8nGvBWAlT8,0,0,0
x8ntI_Io1zU,0,1,0
x8peTK7WLPs,0,0,0
x8PSRua-TvY,2,0,0
x8rDI2LELNk,2,2,1
x8S2toaGLOk,1,7,1
x8Swigpt-w0,0,9,1
x8tRoaVfXeA,2,1,4
X8t_am7OT9g,0,7,0
x8WCFZuN3ZY,23,3,2
X8WM1ARASEo,1,1,0
x9dKqEJuU_8,2,3,0
X9FX6JK_ASo,28,17,5
X9G9Z-7B7Pc,3,2,0
X9hGQyWI7I8,14,0,2
X9HwS5_6qrU,26,18,6
x9HyGJrXNEI,35,11,4
x9lsl_xokJU,1,1,0
x9nVNzV6mj0,12,2,1
x9pHWt-lwWo,4,34,12
x9PvbSTlZmI,0,4,0
x9pZ2pNi5sA,13,4,2
X9q6JcEXTtg,0,0,0
X9SXOg9w4RI,0,50,0
x9vJ0Vp18A0,4,4,1
X9vKpRhVU8w,0,2,0
X9ZWBkkKVBI,24,3,2
XA0JZhtVWbI,0,0,0
XA66M1fQy0Q,3,2,2
XA79LH9c9sE,9,31,7
xa7E67-kkTc,6,3,1
xa8Nesu3_aU,0,12,0
xAB7DlvOtLw,1,0,0
XACnZrMH19U,1,3,0
XaddxVEpfS0,19,12,19
xAgvrePLJ5I,7,5,2
XAgY7VjhrZQ,26,9,15
xaIezFyAEt0,2,0,0
xaIKJ3pIQ50,4,1,1
XAiOnEP-pIQ,24,9,3
XaksifUFt_8,1,1,0
xalUGxgPKqc,0,0,0
xaMjzKP_4Cs,4,7,0
XaOSQso6k2o,14,31,5
xaP75l0xFys,1,8,2
XaQIoR-0C6Y,24,5,1
xar12hVO0KA,0,0,0
xar9aaC46l4,2,1,2
xArDgVd7iGk,1,0,0
xArX-zvkfjU,13,5,3
xasQbivHHWQ,17,1,1
XASsKtdZNgY,0,5,6
xATCG5DKa8A,6,0,0
xAVh3b2_g3Y,0,0,0
XAvzt34S6zA,15,1,3
XAwnBYBR6PQ,0,0,0
xAx1BQ_Pit4,0,0,0
XAxfWlpxhRg,6,1,0
xaxxy5-ae8g,0,9,0
xb0c4Rp-cvU,0,18,1
xb2bl3V4x5U,2,10,3
Xb53aYjt5RY,0,5,2
Xb5isTx3AQA,0,1,0
xB62lGh1kFI,0,5,0
Xb7t1bIFnvg,23,4,0
XB7uObTX-eA,16,1,1
xBaFg5pYrPs,2,5,1
xbAMCK13nlI,0,0,2
XbAPdZV91Hk,6,3,1
xbBdznN05Rs,15,15,2
XBciN0pQRCM,20,22,8
XBD-nMR76es,5,3,9
XBeGOVP1oz8,6,1,0
XBeLET0JPs4,11,3,3
xbEoAbTDPeo,9,4,0
XbePAwCGWsE,15,1,0
xBFbWjE_Ky4,8,1,3
XBFNxBdKXTU,7,8,1
XbfsiX5tia8,0,0,0
xBGm_mBjOpU,7,0,2
XbgPImjdFgM,4,6,0
XBgVW4-k8EA,0,49,1
XBH_6ja3LyE,32,12,6
xBJuVIMB3co,9,3,2
XbJZAUsVB6o,0,3,0
XbjzdaStSFo,0,0,0
XbkwW0Mo_Mw,0,0,0
xbmEBxlDEmY,9,0,4
xBmG_BC1djs,1,0,0
XbPct4LIX68,10,11,2
XBPZ2gJBO-Q,36,7,7
xbTDiUVSefM,0,20,0
xbtYvmQafkw,24,15,2
XBV2agtMQL4,1,14,0
xBvpO_KsewE,13,12,25
xbwKFkXB_XY,12,13,6
xBxHIdDV8Fo,22,13,4
XBXqLoW7XCs,29,17,4
xbxqUTvPZbs,0,17,2
XbxzSTr6ggw,16,9,14
Xbz5HKjU-Yk,11,5,5
xbz6PftzDt8,0,0,0
Xc19BQFwG94,2,3,0
XC1HkoJbCM4,1,1,0
Xc321Z-gMj8,22,18,10
xC3hGPRiR2s,2,1,1
xC5DJcqc0gQ,0,0,0
XC78eop84tU,13,11,5
Xc88GfaLsMc,0,0,0
xC8jOvfhwVE,0,1,0
XCAV09R1WuM,12,4,0
xcB6WA-6S6k,29,14,4
XCckSBwhxKU,0,1,0
xCcQyRGdDq8,2,1,5
xcdsYG79eyU,6,11,4
XCf4mGr_9WI,0,2,0
xCf8n-LUrDo,20,20,10
XCFZce-USfo,5,5,0
xCH7zgdxDbo,4,31,10
XCi71f0rLJc,1,2,1
xcJvqqvCG1s,2,0,1
XCK-AfTMxnI,5,0,0
XCKzpW2xW6g,7,6,3
xcl1ZHoHzGY,34,14,2
XClmrTv5rek,0,0,0
XcLOOS2nTZY,23,16,11
XClr48qWyIA,0,4,2
xcltESJWq6M,6,0,0
XcnTfGW8KH8,4,0,0
xcNxmNdi8mk,2,1,0
xCoRX26sBt8,4,0,2
xCrgCJSagkQ,0,5,0
XctdEdZ5NfU,7,0,1
XcUrZdeO45Y,8,33,9
XCYesWjQLek,0,0,3
xczBMhyqsgQ,4,3,3
xD9bStgYUyo,1,1,0
xd9GSyi_rAM,0,7,0
xD9VmGHznf4,1,8,0
XdaFOQRMG-Q,0,1,0
XDb9SRPrUk4,0,1,0
xdBX8YbllW4,0,4,6
xDCa7SoniRc,7,4,6
XdcXDUR64A4,6,2,2
xdd9mrPRFvM,0,2,0
XdEaBga6x6g,26,17,7
xDeJ2ITTM-Q,1,2,4
xdF556uOwM8,26,19,5
xdf7bIPtQxo,3,4,2
XdHIwR5fIYQ,23,19,8
xdiUC5oIUW0,0,6,0
xDjGsqRdsOs,0,5,0
XdjH7lzc3fE,0,0,0
XDkoWKiUwR4,3,0,0
xDL5B-f8bWI,37,12,1
XdlgdWIX5CQ,4,2,2
XdQG2nDXrnI,1,5,0
XdqQrUQJgTs,2,11,0
XdQScXbgKM8,5,0,1
XdQxv8n-0lg,3,4,0
XdRpi8XyeRY,3,3,0
XDsCX5u3W8c,6,0,0
XdtVFXr9goE,5,5,7
xduL_GH7h08,6,3,0
XDuMgUvB3DI,0,0,0
XDvBo8xaxXQ,0,0,0
xDvdOGGXNDI,9,4,1
Xdvm5uMywYU,0,14,3
XdVnSBHwAAk,2,1,0
xDwaBMy9s_Y,1,0,0
Xdze_dAmnSc,3,0,0
XD_yON3go5s,2,1,1
XE-oeCLWkYM,24,19,7
Xe1fW2DmC00,1,0,0
XE6x_8bUCfA,7,0,0
xe7rWr-d7Vs,1,4,2
xea45W3l1KI,2,3,1
XeAKPC6xEQg,16,10,0
XEcvkGfJBNc,15,1,2
XECWbxD-CLc,16,19,15
xeD1vmnCQm4,3,39,8
xEeIaVwlxIA,16,19,15
xEeMo4JX8FE,3,1,1
xEeRfIq2PGU,7,9,5
XeGMvX9ybwQ,19,10,4
XEhU3eQCiGI,20,8,3
xEKJxNuIM9M,39,8,3
XElKmJTXeDI,0,6,3
XEMQfc7bOsg,10,0,0
xeNEvv9i30I,2,1,2
XeNjnBnkOgQ,31,10,9
xENRPg29j-c,0,0,0
xEnwAPdS6QU,21,20,9
xePN8kEHhu0,1,2,0
xEPXryHy_6c,18,4,3
xEqEhqDKRsM,4,2,5
XErdZ9lPsIw,12,5,3
XErlVjX-8q4,0,3,0
XeSA3FlyHwM,25,19,6
XET6GnRDHew,17,8,3
xETOCTnecuA,32,17,1
XeuPGhoVm3w,0,8,5
xeUzBV6K8II,21,24,5
xEVjSoK0hx8,0,0,0
xEwijsqus4Y,25,6,4
XExGPUHO3O4,2,1,0
xEYFWZY83uE,4,6,3
XeyW1O89MrM,1,2,1
XEzMftRJlG8,0,0,0
XF0DNdYASkM,2,1,1
XF0uotvoYR0,2,1,0
Xf1GcX_LYFw,13,11,7
XF1I5clrBnw,7,3,0
xf1IPMGdKLE,0,8,0
XF21BkPVCP4,0,2,0
xf5C_cN3POY,10,9,7
xF75qsCgcew,1,1,0
xf7EksCuq88,22,16,12
XFapUiMLVTo,24,16,10
xFB-wMWGTLs,3,1,6
xfB2vrI38mA,5,0,0
Xfc7TINV-3I,0,34,0
xfDuUYr489U,27,14,9
xfdz72lhpjY,20,12,5
XFEvLKiZrGY,0,1,1
xfGoppLhraI,27,1,0
XFIYQybOqY0,0,0,0
xfjzx5bJWK0,21,19,10
xfKrM2opNCY,0,12,0
XfkuEBdExC0,0,1,0
xfkwDrZVVEo,1,0,0
XFkyKMaqscw,2,1,0
xfMBBFnrJ4s,0,0,0
xFMef2MCD_Q,2,0,0
xFNABDy4sTE,21,9,5
xfNCrC2DJG8,15,7,3
xFOJxa3_rlM,9,2,5
xFPdUeXJ3r8,0,3,4
xFPS-AK2Nks,2,4,1
Xfq-Xn4Gpoo,2,0,0
Xfrc6MSvTKI,6,19,12
XfRdntC4eDE,40,6,4
XfrhX5qFXXo,0,5,0
xFtLEnuBhQI,1,3,3
XFtQpD5SwE0,2,4,2
XFu0eIJ7zVY,1,0,0
Xfu5ZK7BsgY,8,6,0
xFUqY4WREY4,0,4,1
xFVsthEWw9s,7,27,16
xfXOiHUrlJA,1,3,0
XfXP8Xf2K-k,7,5,2
xfyFXpGprnM,2,0,1
XfYoTpa8ktk,1,0,0
xFzcP3CKF1Q,0,0,0
XfZrYxVO8iI,24,10,7
xf_iB1nc2io,3,1,1
XG-XVLYpOAU,0,0,0
Xg3DdvCAbWM,1,16,0
xg7d5GGOwSQ,0,1,0
Xg9nWeC_JUo,15,13,6
XGAd7YRhahs,20,20,10
XgBnXM4iHe8,1,0,0
XgcmvgNO2UM,46,4,0
XGdJ-pFRt54,0,3,0
XgESnXvca7E,0,1,0
xGfehNmIReo,23,9,0
xgFMO2oP16U,0,0,0
XgFtvNfCdkY,1,8,0
xGgiua1HvL8,27,11,6
xGGVhAbuRU8,1,2,0
XgiH2z1f1T8,11,26,2
XGKCnNjTM-I,28,15,7
XgKheinWzfM,1,1,0
XGKoiirs21M,8,22,9
XGlC-6x8ReY,0,0,0
XgLcpnTZubg,5,2,0
xgmfj6AvRT8,12,1,1
XGMu1D5oo28,0,1,0
XGND46X7D_k,2,1,1
XgnTXctvTJ8,2,34,14
xgP38D-MY9E,14,0,0
xgP3Ac9EGmQ,1,0,0
xgRfULVCDas,0,3,0
xgRPTXL-dD8,1,1,0
xgsELe-QEOw,0,15,0
xgsxSVsMeVw,1,2,1
xGtPDBMcAas,42,3,2
xGTrMzhLEXM,0,1,0
XgU9rkRsJxw,0,0,0
xGuwOTX1HhE,5,3,1
xGVBDeD_PLY,5,20,25
XgvUWv2YPPM,1,8,0
xgWge_dA1LY,0,0,0
Xgx1-ZI1iP4,12,28,10
XH05jKzwSrA,2,48,0
xh0L9btEjHg,16,8,10
Xh1Tq2qX4R0,2,27,1
xH1yRywxYzw,1,5,2
XH2vtjmjGik,23,14,11
XH3vpWFT0Pk,0,0,0
XH4PbLbFA7U,1,4,0
Xh59sg5Tqas,1,2,0
XH5DeJUbsS4,3,0,0
XH648i2TFuQ,21,23,6
xH7IHc0VBxo,2,1,0
xh8mGjkZIm4,0,2,0
xHafAl1pp4o,0,0,0
xHCelNlzMUg,0,19,0
